names	logFC	AveExpr	t	P.Value	adj.P.Val	B
GPR153	-0.419623800136234	9.42098275637959	-4.06475980033101	0.000142697224333729	0.000933020312951307	0.434171385391209
MARCH2	-0.543809721001088	9.26222824700534	-4.06455728777433	0.000142794155862761	0.000933202619190145	0.433524274851512
TRIP11	0.73658133817951	7.09632078390051	4.0637670452705	0.00014317300938003	0.000935226303417647	0.430999299443226
ZWILCH	1.7675249274303	5.45881054730377	4.0634673702032	0.000143316931454825	0.000935714168411575	0.43004185251365
GLTSCR2 /// SNORD23	-0.575394981117995	13.4467017263089	-4.0627869927124	0.000143644208468222	0.000937398105962349	0.42786822735782
APLP1	1.41734802989678	4.81680817653422	4.06237466626757	0.000143842897780988	0.000938241681230721	0.426551053408377
FCGRT	-1.21062583386706	10.7096205511756	-4.06219151899311	0.000143931236713626	0.000938365009254535	0.425966014782313
THG1L	0.555091044380957	7.92213685497554	4.06112837194998	0.000144445068352275	0.00094126089622999	0.422570231083383
INPPL1	0.463407903372286	9.41771009821337	4.05802475893569	0.000145955230341972	0.000950643343649035	0.412659878169477
TPSB2	-1.9418925123255	9.86660009297589	-4.0575725056857	0.000146176556675887	0.00095162628298392	0.411216113619846
PALLD	-1.01674725590584	10.3988831286686	-4.05728228275705	0.000146318758256228	0.000952093412533905	0.410289659181864
KIF26B	1.34005257297819	4.48719974791775	4.05646447078754	0.000146720183083052	0.000954246041562777	0.407679226653551
MCAM	-1.01380116147311	9.84797641648409	-4.05554358293989	0.000147173475203636	0.000956733774592181	0.404740133017851
CXCR2	-1.66749658914812	5.75588175342821	-4.05539914984119	0.000147244692556543	0.000956736548029654	0.404279196268186
STOM	-0.781165350102281	10.4263037334868	-4.05505311407485	0.000147415451862274	0.000957385791407322	0.403174912151382
ATP6V0E2	0.632683408163086	9.63761035401101	4.05459107568365	0.000147643753304542	0.000958407937517236	0.4017005181362
CD300C	-0.700045984758892	7.30003401631709	-4.05284119589454	0.00014851149745816	0.000963577958783978	0.396117396911563
NPY1R	-1.48109539287545	5.20204522848291	-4.05150443261882	0.000149177695926505	0.000967435969504185	0.39185326851214
ABHD17A	-0.407591523768655	10.7394900792249	-4.04973080174974	0.000150066067540748	0.000972730409023124	0.386196803138684
KANSL1L	-1.00385242453084	6.5824991420573	-4.04842637694992	0.000150722680016173	0.000976518226471032	0.382037620729585
SLC22A18AS	0.974063783806812	7.51656038208934	4.04740427301371	0.000151239116021521	0.000979394658855226	0.378779151265892
SEPHS2	0.530834786826979	9.80287394317806	4.04607377024288	0.000151913934351356	0.000983293497489739	0.374538200636659
NEFH	1.20656534058561	5.37059217601869	4.045484302959	0.000152213834375227	0.000984763030914886	0.37265953698504
FAM50A	0.477677954360255	10.383468268921	4.04528381425194	0.000152315966034248	0.000984952287537254	0.372020603977102
TNPO1	0.539177840199311	10.0375409744599	4.04500558190802	0.000152457810908025	0.000985398046112846	0.371133941096296
ZNF189	-0.52889925685068	9.01038274283438	-4.04476958974797	0.000152578221315985	0.000985704904916602	0.370381914994075
RRNAD1	0.560581609851653	8.5400240047503	4.04341943054476	0.000153268879910677	0.000989693698993216	0.366079896560558
NIT2	0.420868571029805	9.69775977467042	4.0431702642493	0.000153396667357602	0.000990045825853863	0.36528606545762
DPH5	0.544946095455293	9.05391704191182	4.04178638970667	0.000154108274379615	0.000994163879828398	0.360877614455434
JUN	-0.855349205563112	8.97540012330766	-4.038018042351	0.000156062190632385	0.0010062884095404	0.348877542606317
MAGEH1	-0.553019192549764	8.88507680144901	-4.03781448239536	0.000156168415542442	0.00100649315024135	0.34822949847092
GPR37	1.69233850839548	3.40401509234781	4.03336420678537	0.000158508236397174	0.00102108618441745	0.334066423960739
SDHAP1 /// SDHAP2	0.471075653579184	11.0633758568871	4.03255128451044	0.000158939283490996	0.00102337513881887	0.331480240474845
GPRASP1	-1.17659813720254	8.05988534209397	-4.03154675908867	0.000159473488936349	0.00102632581094036	0.328284909712611
LINC00597	-1.67089253654562	6.19843410940737	-4.03118437348185	0.00015966662992204	0.00102707972555753	0.327132295080539
NFKBIA	-1.01807239386417	12.7729619987159	-4.02953178495149	0.000160550275683112	0.00103227258604056	0.321876766287106
ZFYVE16	-0.715677574957827	8.73530569621166	-4.02818376755261	0.000161274557158291	0.00103643634807147	0.317590733015149
TM9SF3	0.47524258906242	10.1112227900242	4.02755071923724	0.0001616157765986	0.00103795934552696	0.315578230873189
LYL1	-1.14136100341016	7.45933571798499	-4.02745923682548	0.000161665144086886	0.00103795934552696	0.315287417115927
RFC2	0.880872634357407	7.78280648251498	4.02718257730398	0.000161814528901611	0.0010384251462988	0.314407965996847
POLR3K	0.695573192183963	8.47114145554601	4.02662226225811	0.000162117484036959	0.00103987555612696	0.312626929699521
DEPDC1	0.998772461571388	6.65060860035111	4.02608982071269	0.00016240587516671	0.00104123121578657	0.310934623321439
DNMT3B	1.23627355277654	7.21659203848334	4.02441351536818	0.000163317062083821	0.00104657662117726	0.305607502073425
CLCN3	0.485111299997255	8.27869178171531	4.02286596740499	0.000164162635752324	0.0010514966929823	0.300690676211822
CCT8	0.476893529369097	10.4096476990327	4.0198155564758	0.000165841746754099	0.00106174855868387	0.291002142182597
DTL	1.10082234799146	7.9128891593478	4.01888994018687	0.000166354522702865	0.00106452716587558	0.288063080753987
FGL2	-0.97991391174933	8.53287739162374	-4.01850974297765	0.000166565588249591	0.0010653733673418	0.286855971760737
NKRF	0.471581513614237	8.23676583867071	4.01819051503392	0.000166743006262724	0.00106600365640526	0.285842487591783
MYO15B	-0.85569365483742	9.20360696024586	-4.01759737575702	0.000167073140519748	0.00106760921708009	0.283959511914467
PSENEN	0.76690002702302	9.06656787959959	4.01668979484938	0.00016757950953091	0.0010703388805814	0.281078618189616
C16orf59	1.27210785248209	5.20978696624281	4.01575770794943	0.000168101091356436	0.00107316308440351	0.27812032166258
FGD6	0.818200603761931	7.38313379847061	4.01449420602885	0.000168810627622496	0.00107718396237868	0.274110790131419
MIR6778 /// SHMT1	1.25370028314586	5.67131572320497	4.01365660339505	0.000169282585138782	0.00107968576599842	0.271453181290461
PRIM2 /// PRIM2B	0.960870529874335	5.78410604963798	4.01258887857658	0.000169886052530037	0.00108302358487899	0.268065881327411
STAMBP	0.434909467954222	9.34821963478725	4.01064131252815	0.00017099214340179	0.00108956097033248	0.261888654560075
NUP62CL	1.50704045007061	5.35173856229361	4.00976372805482	0.000171492820362756	0.00109176479847221	0.259105719261807
VPS26A	-0.549414033908093	11.0161818361796	-4.00975191697133	0.000171499568417055	0.00109176479847221	0.259068267137063
SGCA	-0.933879463183136	3.62722212954051	-4.0092125099602	0.000171808022045351	0.00109321347360777	0.257357912034102
DOCK2	-1.55103683499763	7.8920181335688	-4.00836738011269	0.000172292375397576	0.00109577950752858	0.254678432916227
COPG1	0.584731444571677	9.55119867571498	4.00683909149328	0.000173171599132293	0.00110085332185933	0.249833821256752
S100A12	-0.965344930782289	7.90998817941702	-4.00665833256721	0.000173275875243048	0.00110099833282078	0.249260892656157
PRKCQ	-0.515652331383807	8.41601358207506	-4.00597346675686	0.000173671509645159	0.00110299363386012	0.247090294340007
APRT	0.572227828333766	9.61504726515991	4.00526704585503	0.000174080508292923	0.0011050718974067	0.24485160170689
ERH	0.516908722379005	12.1335283655887	4.00398511071658	0.000174825086559198	0.00110927748584393	0.240789643675479
ZKSCAN4	0.701751075206838	7.3014358065959	4.00372089084722	0.000174978932818038	0.0011097326499464	0.239952525113542
MED8	0.713618796679	8.10949522995051	4.00334294184121	0.000175199226554366	0.00111060860547948	0.238755137358875
AKAP1	0.61092893765043	8.91542687650652	4.00281059980848	0.000175509964277189	0.00111205680600385	0.23706872351782
LOC101929864 /// SLX1A /// SLX1B	0.63445023429917	9.78377396293476	4.0021962877463	0.000175869209633052	0.00111381085669667	0.235122794909119
RMDN3	-0.433534580451564	10.0899365168898	-4.00124830061454	0.000176424976963462	0.00111680728977105	0.232120233750013
HSD17B4	-0.47044950297264	10.578778106689	-4.00093378871187	0.000176609736529324	0.0011169749758916	0.231124169512099
BCAT1	1.0719212307495	6.32767801746769	4.00092183755848	0.000176616760893848	0.0011169749758916	0.231086320900392
TIMM10	0.418232392050422	9.38176825508527	4.00067150970507	0.000176763954548331	0.00111738299612754	0.230293561918281
EHMT2	0.581665969613047	7.81836913890046	4.00035464691792	0.000176950440534651	0.00111803889846929	0.229290135261602
ACLY	0.850120393813146	8.7571860836677	3.99957205483346	0.000177411839081844	0.00112043037625754	0.22681205297832
FAM127B	0.500739661188509	8.22181564277439	3.99836526165371	0.000178125610452821	0.0011244127161466	0.222991278998827
WASF1	0.813392191126586	7.30961709256464	3.99694277441995	0.000178970510651994	0.00112921869816139	0.218488452778448
NAPG	0.568729179913047	7.70695184393475	3.99648593142151	0.00017924267546167	0.00113040819359051	0.21704252913941
DONSON	0.964734764561451	7.76493542617767	3.99477560458651	0.000180265151248655	0.00113632626824887	0.211630126717925
IRF8	-0.948494331229295	9.28594428948152	-3.99408021083942	0.000180682480164823	0.00113842597642312	0.209429902835008
MBNL1	-0.666429072225531	9.87099632656223	-3.99268526437954	0.000181522442830739	0.00114318537505006	0.205016957698313
TRRAP	0.464423762113183	8.73656486107418	3.99148324998377	0.000182249249192626	0.00114722804044636	0.20121506613625
MAST2	0.549567069882542	7.97117233450277	3.98985366120629	0.000183239070592699	0.00115292180589401	0.196061833248078
OSBPL11	-0.533882579146729	8.82353950583019	-3.9894433569594	0.000183489106856999	0.00115346707183314	0.194764522256006
RASGRF1	-1.15905845395077	5.81533732919325	-3.98943135366196	0.000183496426521736	0.00115346707183314	0.194726571059747
SMG8	0.384387526584868	8.99681285340127	3.98897908938283	0.000183772424419907	0.00115466495399119	0.193296680846742
ENO3	1.10530228320402	6.62921653793343	3.98819528922363	0.00018425169233319	0.00115713830013153	0.190818818644433
ICAM4	-1.36662950700549	7.48101476447209	-3.98744448453813	0.000184711913818523	0.0011594897887865	0.188445528507739
SMG7	0.572465337591741	7.76744610938683	3.98657366125979	0.000185247090608282	0.00116230939162996	0.185693181385723
IQGAP2	-0.683050688601506	8.35816446897061	-3.9858360011093	0.000185701598623954	0.0011646204665442	0.183361983162576
NPAS2	0.638680871632146	6.45800702184792	3.98255116057014	0.00018773862525927	0.00117684949924816	0.172984040045194
NFYB	-0.712929054208858	7.47973779086179	-3.98196120842812	0.000188106745171887	0.00117861041307281	0.171120698774193
UTP18	0.535030076254429	8.91059745035236	3.98135497601238	0.000188485748100134	0.00118000889791592	0.169206102200971
KIR2DL5A	-0.846111119210704	6.96471562241181	-3.98132490640534	0.000188504566082166	0.00118000889791592	0.169111141060109
TPSAB1	-1.5844864198283	9.31107279292552	-3.97791651883789	0.000190649353169457	0.00119272025122619	0.158349976948398
TFEC	-0.898954647947748	7.49447548608921	-3.97781801285076	0.000190711687968909	0.00119272025122619	0.158039046828938
HIPK1	-0.455163900937816	8.80245691193386	-3.97734744934835	0.000191009732565297	0.00119403170010175	0.156553793531986
IGLV6-57	0.96378495977616	4.13795260127819	3.97695557870805	0.000191258277192789	0.00119503264736965	0.155316997997824
LRRFIP2	-0.473416430634289	8.42718627360755	-3.97624124525993	0.000191712146182707	0.00119731499799412	0.153062647736991
SEPHS1	-0.422578683366673	8.58068107669381	-3.97596620574292	0.000191887175665473	0.00119785458619809	0.152194718347248
KCNN1	0.597093491303991	7.61769847017014	3.97489705685676	0.000192569023286724	0.00120155602480151	0.14882118347241
ATP6V1B2	-0.572670116012114	10.6692771150806	-3.97353443853202	0.000193441413649988	0.00120644241138883	0.144522408500175
CUTA	0.444768366581643	11.7954172440273	3.97265763745697	0.000194004780320962	0.00120891989120679	0.141756734157012
ALDH1A2 /// LOC101928635	-1.26493826143478	7.64381180178977	-3.97263778526883	0.000194017554127084	0.00120891989120679	0.141694118909428
CDC34	0.490527252215836	9.26185241606982	3.97143862259529	0.000194790654427404	0.00121317773944072	0.137912207032279
TSPYL1	-0.597971338958306	9.96798853348083	-3.97122682947757	0.000194927505413077	0.00121347085935409	0.137244323602462
C22orf29 /// GNB1L	0.961601158859407	7.07084329335146	3.97051013288542	0.000195391289050389	0.001215510982062	0.134984394136154
CAPRIN2	-0.599109751923091	9.16796431093542	-3.97044251686165	0.000195435099076636	0.001215510982062	0.134771195493537
CHPT1	-0.51348547003329	9.84520943447477	-3.96862127086761	0.0001966186932162	0.00122230986146134	0.129029451649989
TCF3	0.519946367297182	7.4099811790812	3.96749883939313	0.00019735157586817	0.00122630186108428	0.125491579793775
BARD1	0.897168248426776	7.354971619031	3.96599385602685	0.000198338372421997	0.00123186723496474	0.120748822073172
RBBP7	0.396149637283512	11.0463757983056	3.9656832265086	0.000198542638625889	0.00123256948140969	0.119770043258707
JUNB	-0.819465088311423	10.6532097484202	-3.96480984561629	0.000199118049477628	0.00123557412244726	0.117018298977828
ELN	-1.17793974564789	8.31390592921588	-3.96434489343676	0.000199425029316633	0.00123691109280142	0.115553525969624
MID1IP1	-0.531793994176276	10.230900946404	-3.96412954096613	0.000199567367928925	0.00123722613649515	0.114875118895461
TINF2	-0.783881974475895	8.96335043175582	-3.96260249118137	0.000200579491502029	0.00124293068668039	0.110065191306713
XKR8	0.517768651635247	9.83727298410043	3.96238163885671	0.000200726280209371	0.00124327024611808	0.109369635542018
SELENBP1	-1.6757086247401	11.2757917558256	-3.96197346439866	0.000200997844204738	0.00124438198095604	0.108084183516124
ATP6V1E1	-0.622806101934644	10.7704167649728	-3.96178159391042	0.000201125620444573	0.00124460291222912	0.107479957788743
CD53	-0.910453372072206	11.0939648346823	-3.95941466133456	0.000202708328323293	0.001253023743722	0.100027564121715
ASAH1	-0.601166926840111	10.5729619778584	-3.95934832102848	0.000202752860723536	0.001253023743722	0.0998187258069061
SLC5A3	0.818524169210781	9.40193448292892	3.95933090595895	0.000202764552535702	0.001253023743722	0.0997639037578661
SDHC	0.495510355012923	9.81458404571745	3.95906641717529	0.000202942200015584	0.00125354836984032	0.0989313191780079
APOL1	-1.39414142884631	8.83406517518261	-3.9588985385111	0.000203055035737005	0.00125367236545712	0.0984028704161553
ITGAM	-1.13630803087863	9.27618775408384	-3.95778086048341	0.000203807798184475	0.00125774538468639	0.0948849721441576
KIT	-1.07714871663452	9.1736518242069	-3.9565055558722	0.000204670005137519	0.00126248978522755	0.0908716457597656
PDE3B	-0.627698164842196	7.52447418541751	-3.95631025235581	0.000204802355490794	0.00126272985148635	0.0902571004954309
MAGEA2 /// MAGEA2B	2.2746657013841	3.93114465185579	3.95536980972692	0.000205440815075726	0.00126608874407134	0.087298134249945
EGLN2 /// RAB4B-EGLN2	-0.626446261594898	9.950485354686	-3.954533848001	0.000206009951748163	0.00126901754688989	0.0846682441581121
SRRD	0.508766029893524	8.6115312489902	3.95326831868932	0.000206874434571563	0.00127376217915019	0.0806875708354049
COIL	0.51888641959095	7.86144328226987	3.95305978837002	0.000207017216329567	0.00127406087372227	0.0800317176853129
TNS3	-1.62175789689964	11.1635415977993	-3.95273846452355	0.000207237414124357	0.00127483552657746	0.0790211544748676
NDUFS1	0.651980178296192	8.65259404942708	3.95153756803849	0.000208062365975139	0.00127932796913285	0.0752447577878845
VAMP5	-1.24609178917519	7.96012526262924	-3.95093221183121	0.000208479410967124	0.00128092329491641	0.0733413779241427
HIF1A	0.53890190455094	11.8545781455792	3.95086640184385	0.00020852479757662	0.00128092329491641	0.0731344663040501
HHEX	-0.603985826121923	7.84862261451663	-3.95074847051759	0.000208606154059268	0.00128092329491641	0.0727636862205383
PDE4DIP	-0.882115578762887	5.57716929897347	-3.94744126046931	0.00021090016051847	0.0012940968464347	0.0623683217471278
CYR61	-0.909492451612657	10.9883123711103	-3.94737975476239	0.000210943052363718	0.0012940968464347	0.0621750422411784
MKNK2	-0.65848337765353	11.7499769100225	-3.94716957933197	0.000211089684452846	0.00129440884091661	0.0615145865925442
COCH	1.4718316455145	6.26004895852277	3.94628128727304	0.000211710499275922	0.00129762693773881	0.0587234416167091
ISG20L2	0.441657984046252	8.55407267987332	3.94564516437454	0.000212156156138342	0.00129976901641419	0.0567248736578225
HSPE1	0.778250335276043	9.9180714716161	3.94499256528217	0.000212614294253416	0.00130198558533526	0.0546747354001793
IFIT5	-0.750099482678626	8.68401034025944	-3.94394590906946	0.000213351057627052	0.00130590559050254	0.051387079288931
ATP2B4	-0.584330114028827	9.81958566915	-3.94330738041988	0.000213801737610312	0.00130807174459184	0.0493816433809835
MAST3	-0.840503428466722	7.88335972607692	-3.94235534219832	0.000214475397813197	0.00131159954816532	0.0463919141491083
NHLRC2	-0.9714556694734	7.77863114782026	-3.94178024635074	0.000214883323679849	0.00131349982792092	0.0445861177153395
NSUN5P1 /// NSUN5P2	0.736465339063445	10.0243533983996	3.94018866788917	0.000216016155667536	0.00131982746105187	0.0395893728398331
TNFAIP3	-0.922559506532355	10.2568917559363	-3.93963061032967	0.000216414721539443	0.00132053591731784	0.0378376346772678
TMEM208	0.407625043088899	10.1171635174331	3.93961019320493	0.000216429316904554	0.00132053591731784	0.0377735482261494
FAM174B	-0.692456772215412	8.53408180781238	-3.93952909882678	0.000216487297303891	0.00132053591731784	0.0375190064139481
FAM53B	-0.466238776196786	9.52098488668475	-3.93940186465246	0.000216578296600677	0.00132053591731784	0.0371196455748821
SLC30A5	0.477092402904549	7.87707063483934	3.93934265961484	0.000216620653251472	0.00132053591731784	0.0369338161939243
ZDHHC17	-0.609466654307623	8.41594656944899	-3.93886549061885	0.000216962322143301	0.00132141792920825	0.0354361648317889
TRDV3	-1.27683687177533	6.44826236815884	-3.93880861953203	0.00021700307830866	0.00132141792920825	0.0352576752392286
LIMK2	-0.661292441446342	8.62217941056702	-3.93873107616068	0.000217058660957627	0.00132141792920825	0.0350143082129639
POLR3D	0.778169071700455	7.14711956089392	3.93815740896036	0.000217470288183657	0.00132332775542644	0.0332139614027387
STT3A	0.510792206496374	9.10784930371729	3.93692999975011	0.000218353523884203	0.00132783570824785	0.0293624809216206
LSM14B	1.02019923703504	6.08169103933794	3.93685500019601	0.000218407604841656	0.00132783570824785	0.0291271629096403
COG8 /// PDF	0.536760760387629	8.77802633173615	3.93639318110161	0.00021874089923883	0.00132926405270359	0.0276782204918149
PNO1	0.796035999744298	8.5866554443919	3.93584108496658	0.000219139988833289	0.00133109076363231	0.0259461667452063
PTGES	0.638884048162837	7.93866860099529	3.93505137987294	0.000219712055167942	0.00133396604923393	0.0234689245907962
RGS13	-1.54741767176177	5.97191831906375	-3.93490104535188	0.000219821120954642	0.00133402894014458	0.0229973699615424
PDLIM3	-0.913528510755651	8.85860814437222	-3.93311034936079	0.000221124260959291	0.00134133500308116	0.017381297399222
CRYBG3	-0.674323573032716	8.92628644336188	-3.93137126496494	0.000222396955096852	0.0013484499094365	0.0119285187014784
MXD3	0.78780332111766	5.75828195798923	3.9308691344037	0.000222765732929279	0.00135008021548843	0.0103543848353214
ITPA	0.470003577126779	10.2283913535978	3.92962552274648	0.000223681608801712	0.00135450294167697	0.00645628000017595
CCDC86	0.660812678718964	8.9439757085231	3.92960610859368	0.000223695935318016	0.00135450294167697	0.00639543198116588
TSPAN5	1.05972415203792	7.1354764703034	3.92924274900925	0.000223964236523199	0.00135552022239634	0.00525661935518773
DCBLD2	1.27668658768682	3.93412790709364	3.92660408790782	0.00022592190737075	0.00136675674938034	-0.00301141707651453
LRP5L	1.33102148529395	6.03491054160827	3.92616850542846	0.000226246653097914	0.00136810895598135	-0.0043759684300495
DOPEY2	0.773416039522774	6.49032434330167	3.92380382547249	0.000228017476738327	0.00137820044638573	-0.0117822689673863
LOC440434	0.607743955339043	9.04763416858034	3.9231689033229	0.000228495213152299	0.00138047063288034	-0.013770433899845
APIP	-0.709400529119918	8.95832074497885	-3.92143715973826	0.000229803134109971	0.00138775217046303	-0.0191921765608667
MYCT1	-0.857999120790685	6.72725963834027	-3.91949014922508	0.000231282238466355	0.0013960604970401	-0.0252862041870712
SIGLEC1	-0.906145041256105	8.61123676904934	-3.9191677625083	0.000231528031140359	0.00139692024145623	-0.0262950845725136
TNFRSF11A	1.36646380471679	5.59617976341221	3.91827678280353	0.000232208635483985	0.00140040147637932	-0.0290830731310363
RHCE /// RHD	0.808952986409053	6.49134034964608	3.91774176347432	0.000232618252045666	0.00140224606440552	-0.030757038122629
SNF8	0.477997806565531	10.1333596047729	3.91715743185107	0.000233066416674942	0.00140432127568517	-0.0325851381302034
ASNS	1.03736279284817	8.88957467932704	3.91673905790191	0.000233387806871278	0.00140563110956565	-0.0338939361632633
RNASEH1	0.358154169008598	8.96429303146976	3.91639395627526	0.000233653230878087	0.00140660285760238	-0.0349734549557628
AES	-0.433138040332318	10.0814183170645	-3.91228911698269	0.000236832687233187	0.00142457505983745	-0.0478096025004708
PPFIA1	0.642966807056363	7.65996709499656	3.91215759435144	0.000236935244646447	0.00142457505983745	-0.0482207533451051
MVB12B	-0.503877765028122	7.50438327212855	-3.91213246410415	0.000236954845321094	0.00142457505983745	-0.0482993116962085
SLC7A11	1.01599585542884	7.04727746070435	3.91139681925007	0.000237529312907102	0.0014273938034413	-0.0505988413928637
CSNK2B	0.555848497244106	11.4849616510283	3.90924724729249	0.00023921560622331	0.00143688840804801	-0.0573166681269326
INPP5J	0.938714685330883	6.03002382921845	3.90906318651897	0.000239360531868859	0.00143712020799983	-0.0578917927607883
CSTF1	0.586714744683148	7.2735979032153	3.90874554434038	0.00023961083536126	0.00143798420955037	-0.0588842745083182
GNPDA1	0.599785847325965	8.97604714638827	3.90708694519072	0.000240921913056829	0.00144521067685887	-0.0640658438677653
WWC3	-0.739046606471792	9.90634024157404	-3.90680835549432	0.000241142806254235	0.00144589397805057	-0.0649360490974136
INPP4A	0.544847857982654	6.63469858473902	3.90541245745607	0.000242252546793631	0.00145190384475207	-0.0692957394203919
PRMT3	0.944042241732205	7.16576842244033	3.90461694660726	0.000242887173884185	0.00145423030252764	-0.071779881544999
NRIP3	0.761926716828232	7.92306601220765	3.90446599962523	0.000243007773727026	0.00145423030252764	-0.0722512101793917
ADCY7	-0.664370627936268	8.50378187118578	-3.90444824867482	0.000243021959720332	0.00145423030252764	-0.0723066364279878
FAM86A	0.793980662422553	5.34857916474453	3.90438673590024	0.000243071124928593	0.00145423030252764	-0.0724987051291093
MCM5	0.862637378076807	8.48497873626929	3.90280277520924	0.000244340433393083	0.00146117741473784	-0.0774438823654897
HPSE	1.01606707549741	7.30490352052654	3.90235666331486	0.000244699074305528	0.00146267491784132	-0.0788364453168535
MAGI2	-0.621440500719046	6.99331765420487	-3.90185250368734	0.00024510499051287	0.00146445355737464	-0.0804100947531641
HEBP1	-0.480188269430894	10.294667018753	-3.90100734215212	0.000245786911812276	0.00146787897178211	-0.0830478558741277
CYP2J2	1.15524285582904	6.06758258517815	3.89872730210702	0.000247635679917297	0.0014782668790116	-0.090162215381949
SLC25A16	0.618013993123778	7.36231854750054	3.89856797843322	0.00024776536590102	0.00147838804421735	-0.0906592580372632
ANGEL1	0.451881533355429	8.24834114721575	3.89826327428396	0.000248013570282467	0.00147921597633166	-0.0916098113826553
ATAT1	0.566888149564308	8.49215152668747	3.89676422037378	0.000249238147050198	0.00148586394238351	-0.0962856141833655
KCNQ1	-1.0656248811304	7.16471017853877	-3.89609206546934	0.000249789115816238	0.00148849201951343	-0.0983818349733676
PRG4	-1.24216442395574	5.67579727143149	-3.89462162663728	0.000250998527470314	0.00149503970857704	-0.102966886565187
CDC16	-0.37059622740329	9.80878610774707	-3.89324571085365	0.000252135291988022	0.00150114910626349	-0.107256276684749
TAPBPL	-1.04128978131373	8.03190195842846	-3.89267886520669	0.000252605050820901	0.00150328369081659	-0.109023146719073
C9orf156	-0.748510479086198	7.46124966797329	-3.89124717838574	0.000253795273549224	0.00150947811721757	-0.113485069379761
HIST1H2BH	1.50419332088351	6.35419451246074	3.89115833210726	0.000253869312647839	0.00150947811721757	-0.113761931274174
VIM	-0.592460587206302	13.7664891941138	-3.89076723395648	0.000254195477041949	0.00151013830539745	-0.114980623103627
FRY	-0.649181603318701	7.47471865179115	-3.89075723483657	0.000254203821293319	0.00151013830539745	-0.115011780180181
C1orf106	0.909705839674473	9.4994965342186	3.89054940987361	0.000254377310545777	0.00151050498770922	-0.115659348300579
NDUFS6	0.617925135136922	11.0552203906448	3.89023355280248	0.000254641201375196	0.00151078802157292	-0.116643497851726
LCT	0.680714577175495	7.572545151298	3.89022476511617	0.000254648547032417	0.00151078802157292	-0.116670877908448
HYMAI	-1.30683824651008	6.74449789236304	-3.88976622534817	0.000255032124725123	0.00151239980941643	-0.118099513297076
PDCD5	0.626673904515056	7.97656572328272	3.88942125116742	0.000255321068544074	0.00151280258669526	-0.119174255999956
EBNA1BP2 /// MIR6733	0.674357719629386	8.71281994509609	3.88941785557848	0.00025532391418808	0.00151280258669526	-0.119184834437823
ID2 /// ID2B	-1.09571802974761	7.84490469108464	-3.88833218146342	0.000256235318761178	0.00151753739397779	-0.122566806400767
GLE1	0.583082283906403	7.17128731487553	3.88789316665953	0.00025660475125376	0.00151905966412377	-0.123934218431264
DHCR7	0.607174339702285	8.92189230618562	3.88659148474484	0.000257703132825031	0.00152489397553866	-0.127988068302943
CLCN7	0.808136182314223	8.13227551978559	3.88360510289084	0.000260240195005843	0.00153923248818555	-0.137285575167352
AARS	0.469368678352659	10.9664066110853	3.88272538751955	0.000260992117313008	0.00154300457807756	-0.14002358838346
ELL3	0.516388172672672	7.49088076154595	3.88225580146071	0.000261394342556993	0.00154470683850361	-0.141484970922008
ANXA2 /// NHP2L1	0.578761157496571	11.301761109082	3.88043738378892	0.000262957540389861	0.00155326536642	-0.147143018867048
SDC1	0.810630317047915	11.1888810043557	3.87907887016298	0.000264131241504637	0.00155951670115123	-0.151369040756927
CLEC2B	-1.28933298620934	9.85587800909901	-3.87886740686699	0.000264314389469172	0.00155991658239121	-0.152026775378244
DPY19L1	0.906377281577319	9.36529038999198	3.87796372365377	0.00026509844377584	0.00156324960182344	-0.154837348847011
FBXO41 /// LOC101927826	0.584716949970592	7.34345245154653	3.87794987524246	0.000265110476313675	0.00156324960182344	-0.154880416206855
SDCCAG3	0.905802242569681	7.95728861736542	3.87771601816644	0.000265313748146402	0.00156376594252011	-0.155607677700153
FLNC	-0.794401325491952	8.59613733724732	-3.87743204680231	0.000265560781362074	0.00156453965131143	-0.156490752406957
EID1	-0.579854106214267	8.72250543117976	-3.87608616163538	0.000266734606958924	0.00157077046320255	-0.160675572706819
CPVL	-0.974841113347175	9.06426239309687	-3.87591255279295	0.000266886383966356	0.00157097973837339	-0.161215319663044
CYHR1	0.493288963501956	7.79414679849176	3.87539285685146	0.000267341222743385	0.00157297197447838	-0.162830959899546
ZNF146	0.44032031114865	9.86959453105671	3.87351954073995	0.000268986941233163	0.00158196627970679	-0.168653693129249
STAP2	0.591652876192551	8.87769143833488	3.87302697421843	0.000269421277148134	0.00158383147483994	-0.1701844353568
TMEM132A	0.739033033669205	8.06776041816493	3.87286374735213	0.00026956535611915	0.00158398947302187	-0.170691667776987
TYRP1	-1.16923041400402	7.34223818533138	-3.87205030259956	0.000270284481302262	0.00158752488691876	-0.173219282820387
GABARAPL2	-0.502731263890864	11.4329015347862	-3.87191261752049	0.000270406383932235	0.0015875509465005	-0.173647080179347
FAM20B	-0.402134559495851	8.34765904570635	-3.87164971999387	0.000270639292998524	0.00158822841722755	-0.174463896466351
METTL21B	0.422340880105857	8.57828763808438	3.86960108922041	0.000272460852744696	0.00159822414272768	-0.180827815071123
HARS2	0.489360637178356	9.16632133068152	3.86776925269442	0.000274099617532319	0.00160713940605175	-0.186516584539846
CERS6	0.469739599102715	9.16402878253703	3.867597983932	0.000274253318037295	0.00160734327548744	-0.187048377988698
