names	logFC	AveExpr	t	P.Value	adj.P.Val	B
LTB	1.20435234954098	8.85947815731167	5.89971522418058	1.19466482376575e-08	1.81514965471385e-07	9.30934362063195
RGS14	0.733521203731843	6.1001263665487	5.89927285483376	1.1974745230118e-08	1.81824407884038e-07	9.30707644871857
SLK	-0.506952365577542	11.6598753096133	-5.89724816102724	1.21041698262144e-08	1.83671015685525e-07	9.29670138680769
KCNN4	1.96047451848624	7.55915375111129	5.89578499170536	1.21985502200095e-08	1.8498381764966e-07	9.28920538578077
MIR6878 /// TARS2	0.675790796410311	8.81321643183808	5.89520752919327	1.22359965646647e-08	1.85432112887186e-07	9.2862473563649
DSG2	1.18350390340319	10.9793222321894	5.89465837423637	1.22717114962466e-08	1.85853608751912e-07	9.28343453288257
RILPL2	-0.666485165433127	10.703217450812	-5.89335290616267	1.23570236947942e-08	1.87025223488777e-07	9.27674859121388
ABCA6	-1.15728692994795	7.81004041378501	-5.89158895485686	1.24732192202263e-08	1.88552779682506e-07	9.2677162968086
CPSF3	0.46330754175367	10.8854046309877	5.89157738429558	1.24739849143699e-08	1.88552779682506e-07	9.2676570565656
TET1	0.721113005173752	7.57189732874452	5.8914249479967	1.24840768389323e-08	1.8858412797154e-07	9.26687660444472
TMEM69	0.440475272058748	10.878365091985	5.89082554749067	1.25238371243811e-08	1.8906331782121e-07	9.26380790620608
HJURP	1.56827822606665	6.88963920457712	5.88942420453369	1.26172765984853e-08	1.90351729054762e-07	9.25663448757359
PNPT1	0.780873465083459	10.7225027445742	5.8880882090362	1.27069931528662e-08	1.91582358304752e-07	9.24979677246622
AUNIP	0.988491077544089	5.80850080343996	5.887473240709	1.27484996191305e-08	1.92085016682863e-07	9.24664971435412
MAMDC2	-2.35242066402701	10.0470299062103	-5.88721790281919	1.2765772218235e-08	1.92222127127328e-07	9.24534311274786
LOC100996668 /// ZEB1	-0.728821957528938	9.72702023642808	-5.88601648093982	1.28473511733864e-08	1.93326743184932e-07	9.23919583086261
EPHB3	0.808278538454152	7.99774739200398	5.88553290529195	1.28803305659486e-08	1.93699088817846e-07	9.23672179862272
ACE	-1.22889450513607	7.35268275820873	-5.88517087982168	1.29050745041507e-08	1.93947189992093e-07	9.23486973185483
C4orf32	-0.915578175967765	9.80359185369615	-5.88490635218379	1.29231839732311e-08	1.94095330172666e-07	9.23351650311711
LOC101928370	-1.54381499225887	5.60141018680665	-5.88345677361597	1.30228634966153e-08	1.95467612916651e-07	9.22610178865843
LINC00515	-0.981304265769498	5.86719405644328	-5.88017527926053	1.32512980836269e-08	1.98769471254403e-07	9.20932174027252
MT1E	-1.13839340998783	10.7255445205243	-5.87983649797456	1.32751035044793e-08	1.98999639531774e-07	9.20758976945308
TMEM60	0.519320722154205	11.1681660016757	5.87892528979994	1.3339339712109e-08	1.99835203840002e-07	9.20293172004084
SUN2	-0.447645775700565	10.2797046115657	-5.87857701633099	1.33639716395878e-08	2.00076774642333e-07	9.20115150718728
HSF2BP	0.949508752041555	6.30983852652684	5.87830416103253	1.33833006080607e-08	2.00238696120603e-07	9.19975685247896
ARMC10	0.593163829728509	9.87111818449639	5.87710463511088	1.34685991837074e-08	2.01386272767201e-07	9.19362625105667
CISD2	0.695991637956894	9.72503991127072	5.87698513984253	1.34771255669887e-08	2.01386272767201e-07	9.19301557971202
TBC1D10B	0.450797360800772	8.54174120474491	5.87341364018467	1.37344132836892e-08	2.05100571703093e-07	9.17476801317359
KIF4A	1.73140291673917	7.52499270027784	5.87253764428978	1.37982487506004e-08	2.05923103181549e-07	9.17029363322843
IWS1	0.39332493304112	9.38348183131952	5.86789038882557	1.41417831796394e-08	2.10916132140215e-07	9.14656494220509
SYNC	-0.729136227507102	8.99146301819337	-5.867379858574	1.41800283466773e-08	2.11352513760361e-07	9.1439590572862
KIAA1522	0.913266976326344	10.1202213985887	5.86653718996504	1.42433761022157e-08	2.12162258343326e-07	9.13965822106989
ETS1	-1.03194913352104	8.20039203797893	-5.86465398487222	1.43859477216375e-08	2.1415031038792e-07	9.13004834429315
CPED1	-0.946821703010862	9.68837582108144	-5.86433057477189	1.44105720210879e-08	2.14381185285255e-07	9.12839823645736
UBASH3B	-0.881596202173772	6.59438048814895	-5.86118859386981	1.46519551506303e-08	2.17834377460698e-07	9.11237073814474
ARMC2-AS1 /// ATP5J2	0.667547615294447	11.8277515262777	5.85961606791763	1.47742438700299e-08	2.19513718144728e-07	9.10435158320067
PPAPDC1B	0.733898435817238	9.69166701990784	5.85934686124998	1.47952786929048e-08	2.19687471500708e-07	9.10297891606828
ACN9	0.818948088180971	8.48171907521701	5.85735416621176	1.49518932867856e-08	2.21872889656275e-07	9.09281977093829
SLX4IP	0.635055847593016	8.84814800032582	5.85658945209537	1.50124246668073e-08	2.22432401905022e-07	9.0889218009697
DCAF17	0.493691037409579	7.90948444281306	5.85656229481563	1.50145787140423e-08	2.22432401905022e-07	9.08878337947147
KRT15	2.63938160802508	8.56410604342978	5.85643206330788	1.50249125479071e-08	2.22432401905022e-07	9.08811959214695
ANXA2 /// NHP2L1	0.451722460733055	11.2119185912935	5.85640038639865	1.50274271525119e-08	2.22432401905022e-07	9.08795813727034
NCAPG	1.51073331989681	7.472454870598	5.85580113590298	1.50750749422146e-08	2.22997334994268e-07	9.08490392543135
EPB41L2	-0.704977419198888	7.70150585800356	-5.85564576133634	1.5087453214812e-08	2.23040163175599e-07	9.08411206322198
CTTN	1.00369305343154	7.46966801183478	5.85541571898099	1.51057983094462e-08	2.23171090601869e-07	9.08293968772841
MYH10	-0.87818260450516	12.3092099053933	-5.85353701163029	1.52564369848629e-08	2.25255114804755e-07	9.07336644273111
LINC00607	-1.17511253230058	6.16505690022438	-5.85290599279934	1.53073619547635e-08	2.25826167259465e-07	9.07015150730313
FLJ13744	3.81130684479333	5.61826010023189	5.8528199705707	1.53143170399169e-08	2.25826167259465e-07	9.06971325864887
SLC35B1	0.572827247380634	10.4946321336059	5.85248353507328	1.53415482532912e-08	2.26085974259028e-07	9.06799930169982
POLQ	1.25129273163671	6.89476237607517	5.85225146241901	1.53603598700914e-08	2.26165139439398e-07	9.06681706025374
FCGBP	1.79777514761349	9.86099357802532	5.85218006392103	1.53661519057891e-08	2.26165139439398e-07	9.06645334391886
IL33	-1.95104490166747	9.72347709413663	-5.85171180012257	1.54041916409605e-08	2.26583231641896e-07	9.06406800973292
CCDC68	-1.37210292677326	9.52290798505386	-5.85007250212295	1.55380874896886e-08	2.28310793262721e-07	9.05571856398778
ARGLU1	-0.729778241229727	9.82844070245256	-5.85003634461914	1.55410535720075e-08	2.28310793262721e-07	9.05553442263216
RXRA	-0.532533731572471	9.24265359289881	-5.84845203738649	1.56715625429549e-08	2.29925886974026e-07	9.04746677385488
NFIA	-1.16423711626181	9.12198484226875	-5.84839877390783	1.56759687337729e-08	2.29925886974026e-07	9.04719557284566
ATP2B4	-0.596482733128195	10.8093097331744	-5.848346190628	1.56803198429565e-08	2.29925886974026e-07	9.04692783702199
POLR2H	0.612861955828304	11.414481850317	5.84788575659698	1.57184698244009e-08	2.30341688641688e-07	9.04458354409881
SYNRG	0.45360866976873	9.02808742908328	5.8462523298698	1.5854542949499e-08	2.32191064864394e-07	9.03626809841967
CCDC24	1.80530808950895	6.10051460781412	5.84581532450074	1.58911425545639e-08	2.32582248216144e-07	9.03404368913583
THG1L	0.628036950940191	8.5719182753733	5.84463586019564	1.59903363707451e-08	2.33888502139257e-07	9.02804070114682
MRPS6	0.760510316912274	11.9066756896393	5.8440243643548	1.60420015038546e-08	2.34498368782262e-07	9.02492879829794
VIT	-0.868510708776896	6.07092354299509	-5.84376027794858	1.60643644982261e-08	2.34679411800172e-07	9.02358493823649
CAMP	-1.6537922924623	5.09850267720611	-5.84281242904988	1.61448800524305e-08	2.35709235774777e-07	9.01876198375578
CIAO1	0.654149194561791	8.88442138036833	5.8424474943657	1.61759846501016e-08	2.36016847996519e-07	9.01690523809826
DES /// SUPT20H	-1.72826458541949	6.85701263262662	-5.84221790527537	1.61955832904459e-08	2.36156304396334e-07	9.01573716004372
GBA /// GBAP1	0.670747801391304	9.16928488347552	5.84198547905982	1.62154477519489e-08	2.36264807554402e-07	9.01455468282609
CNFN	1.93870504936021	4.38824392498563	5.84183825465829	1.62280426970938e-08	2.36264807554402e-07	9.01380569142813
DCTPP1	0.671045567826893	10.4068483196484	5.84177846666552	1.62331602469351e-08	2.36264807554402e-07	9.01350152925355
NUDT3	-0.564439148172294	8.9612603547416	-5.84130784461021	1.62734982101959e-08	2.3670542851194e-07	9.01110739421643
GMNN	0.796306975915172	10.7493285560045	5.84086070825488	1.63119138881157e-08	2.37117561587443e-07	9.00883286968106
VPS72	0.569953601666036	10.1349413671173	5.83990792007557	1.63940683975875e-08	2.38164600809918e-07	9.00398659795853
PGM5-AS1	-2.32817647380492	5.93331421555331	-5.83529478954626	1.67975891805213e-08	2.43876109583864e-07	8.98053075537561
ZNF786	0.564746463224957	7.28514741042011	5.83391014457959	1.69205893320511e-08	2.45510339969057e-07	8.97349314220625
HYOU1	0.672940886964385	9.78310730905228	5.83058308099334	1.7219746160547e-08	2.49696935694246e-07	8.95658812106639
BMPR1A	-0.553062187878638	10.0638863983916	-5.82680999164409	1.7565263031285e-08	2.54550207329527e-07	8.9374256231273
FBXL20	0.648948443660519	8.68308093293871	5.82612233572952	1.76289600294954e-08	2.55315972840968e-07	8.93393421410513
MIR4315-1 /// MIR4315-2 /// MIR6080 /// PLEKHM1 /// PLEKHM1P	0.532553041651608	7.66529887891369	5.82527454163689	1.7707801158804e-08	2.56299989695428e-07	8.9296301699245
JDP2	-0.641481560812753	7.09914737683238	-5.8235509296196	1.78691530191153e-08	2.58476309353992e-07	8.92088126978278
IFT80 /// TRIM59	1.20911964300549	7.84532215880377	5.82248227998864	1.79699125076777e-08	2.59774027154628e-07	8.91545788206074
LRRC8E	0.913441574440372	7.61736240283712	5.82149543394074	1.80634518110203e-08	2.60965839431939e-07	8.9104503145202
FABP5	-1.19206412759539	11.8086648724887	-5.81883900221271	1.83176145094244e-08	2.64475318147122e-07	8.89697392999785
LSR	1.00706007487661	9.19474153640287	5.81866963545855	1.83339371620707e-08	2.64548590215892e-07	8.89611487052098
ESPL1	1.1826656583426	7.89226897922644	5.81830406642406	1.83692171784188e-08	2.64895149010674e-07	8.89426070122468
COX17	0.789169545866314	7.83458215463936	5.81725354488032	1.84709695227506e-08	2.66199266651406e-07	8.8889329368746
VGLL3	-1.34831732072976	9.91828342436195	-5.81535169657619	1.8656582941672e-08	2.68709633060701e-07	8.87928948260998
VIP	-1.70637386662509	5.19078828776316	-5.81459097082609	1.87313360585425e-08	2.69621189777797e-07	8.8754328370731
NDUFB10	0.512669861270929	10.078250582705	5.81415273743032	1.87745320354745e-08	2.70077671849761e-07	8.87321130170737
SLC24A4	-1.17880181441157	5.46315694139189	-5.81079314522049	1.9108929811933e-08	2.74720066733903e-07	8.85618473537684
KDM4C /// KDM4C	2.06999438760108	5.48865435132635	5.809859722905	1.92028663948894e-08	2.75901904464141e-07	8.85145542961396
GDF15	1.52135638730555	5.15399383445356	5.80851615704346	1.93388708553631e-08	2.77686350743675e-07	8.84464908695637
PLCXD3	-1.95687584937644	5.7143078303745	-5.80820393812476	1.93706101570972e-08	2.77972392248277e-07	8.84306759405215
RMST	-1.42597651960827	3.08366256885723	-5.80802103883856	1.93892268150377e-08	2.77987870324339e-07	8.84214117806405
CYP7B1	1.22074302245239	7.17808360405663	5.80796114316841	1.9395327176966e-08	2.77987870324339e-07	8.84183780110554
MYRIP	-1.76851834329379	6.99962608918205	-5.80654899488685	1.95396985862097e-08	2.79695885821119e-07	8.83468582868648
CDC42EP1	1.04149101947683	6.11033943368169	5.80654895970799	1.95397021957729e-08	2.79695885821119e-07	8.83468565053587
FAM168B	-0.461155108239062	9.91467363238961	-5.80644695133334	1.9550171610966e-08	2.79695885821119e-07	8.83416906942606
HLA-F-AS1	-0.972600342173509	7.19538487444695	-5.80593600070567	1.96026944684697e-08	2.80276823038545e-07	8.83158166517492
RAB25	1.17243707354063	10.6639490656198	5.80461779518746	1.97388359023917e-08	2.82051895762001e-07	8.82490719627883
MRGPRF	-1.15080506353801	9.13060835032331	-5.80395763261388	1.98073627088315e-08	2.82859241597885e-07	8.82156502664113
IBA57	-0.578599388954311	6.73114458331548	-5.80285476205975	1.99223626116356e-08	2.84328864457323e-07	8.81598222476908
B3GALNT1	-1.03975793860632	8.15188318456664	-5.80238660230306	1.99713760936033e-08	2.84855528030049e-07	8.81361261264557
RP11-248J18.2	-0.696473989087029	6.91816349051696	-5.80136372273924	2.00788755211146e-08	2.86178674366917e-07	8.80843576418008
LAGE3	0.829228044577874	9.85257117606145	5.80127261804842	2.00884775246505e-08	2.86178674366917e-07	8.80797471194595
MARVELD3	1.07364807811011	7.75547678427705	5.80068430484947	2.01505910349848e-08	2.8688977066758e-07	8.80499757553642
FAM53A	0.802160371153439	6.24928737630056	5.80001451005301	2.02215356609535e-08	2.87725661673094e-07	8.8016083828511
GAS6	-0.870168509846968	10.9622703417473	-5.79980591662613	2.02436796416709e-08	2.87866593211669e-07	8.80055295095233
MORC2	0.51563712088841	8.88564709247149	5.79914900226216	2.03135715909977e-08	2.88685923758469e-07	8.79722931213312
TGFBR2	-0.580976855925716	12.1788843744266	-5.79853316196935	2.0379307503742e-08	2.89445237009669e-07	8.79411374521096
OSTC	0.548918347603351	12.4182135780811	5.79684725447685	2.05603291002748e-08	2.9184003647463e-07	8.78558593635541
CD180	1.14665993020904	7.51561819238095	5.79487531018163	2.07740567393567e-08	2.94695907424409e-07	8.77561365328255
TC2N	1.18551349187792	9.25202865883243	5.79415179931261	2.08530167663467e-08	2.95637706054536e-07	8.77195544421098
ORC4	0.388731839746971	10.1075883355599	5.7928691389394	2.09937203748408e-08	2.97295125002476e-07	8.7654709189088
FGD6	0.875852107660605	7.80257645456797	5.79285565717029	2.09952041934146e-08	2.97295125002476e-07	8.76540276722433
CABLES2	0.598133875896091	8.72228284796419	5.7927143982322	2.10107574703509e-08	2.97336351204965e-07	8.7646886964606
CASP12	-1.31094112562287	5.37983183052206	-5.7924857835739	2.10359528713332e-08	2.97513897494743e-07	8.76353306625634
PTPN14	-0.733465721066313	8.29569663662209	-5.79118199991695	2.11802066113051e-08	2.99345580115616e-07	8.75694319665435
MSR1	-1.03594028167919	6.67639649367218	-5.79108553538032	2.11909179801234e-08	2.99345580115616e-07	8.75645566906892
CYP24A1	3.04424682381043	7.37934202040252	5.7908976900878	2.12117914015602e-08	2.99460584492614e-07	8.75550632476233
TRPM2	0.760490126553726	6.9646569962971	5.78685299528551	2.16661414464193e-08	3.05691449801908e-07	8.73507065383116
ZCCHC24	-0.849704970386004	10.4479305585404	-5.78567253007817	2.1800528189028e-08	3.07403131298525e-07	8.72910843721067
OTUB2	1.38875302890461	4.672389219519	5.78542610028906	2.18286848277112e-08	3.07615738255104e-07	8.72786390205204
EARS2	0.474671904438595	8.12427412423122	5.78521060831662	2.18533356697449e-08	3.0762644374942e-07	8.72677564392855
NGEF	1.59526408409167	6.37401028419409	5.78509491924716	2.18665809397333e-08	3.0762644374942e-07	8.72619141410163
EXO1	2.38705426588424	4.89394790269045	5.78492564821912	2.18859749500797e-08	3.0762644374942e-07	8.72533661133232
MMP7	2.06737664858271	11.374607864215	5.78486513524506	2.18929122215127e-08	3.0762644374942e-07	8.72503103110652
ID1	-1.42902230212634	9.19758050032151	-5.78484831165595	2.18948412770633e-08	3.0762644374942e-07	8.72494607527369
KLC1	-0.501677824810164	8.7213566314532	-5.78359714620111	2.20387707598253e-08	3.09463813893188e-07	8.71862845955721
PRIMA1	-1.38692218231802	6.32568909320359	-5.77696251530464	2.28175719317406e-08	3.20208408015835e-07	8.68514497556278
CORO1B	0.559035294113816	8.68563430737862	5.77478177720865	2.30793764816488e-08	3.23689287327596e-07	8.67414564970484
AQR	-0.625543623342416	9.00616351963185	-5.77439217204065	2.31264576650868e-08	3.24156307677498e-07	8.67218086969537
ZCCHC17	0.387033836965342	9.90165981466209	5.77237998707024	2.33711137680007e-08	3.27390468030599e-07	8.66203501659902
EIF5 /// SNORA28	-0.870495348914831	8.03489151913802	-5.77142956604199	2.34875499167926e-08	3.28632927043505e-07	8.65724373035199
SVIP	0.663570709098598	9.18720513623061	5.77142791244799	2.34877529915022e-08	3.28632927043505e-07	8.6572353947345
COL1A2	0.812487022387854	13.935662889272	5.77066157548469	2.35820501108568e-08	3.29578086377293e-07	8.65337255466358
NEK2	1.48955493225245	7.00668456763488	5.77065119540272	2.3583329905314e-08	3.29578086377293e-07	8.65332023492688
C10orf25	-1.13336621084297	6.15701020728676	-5.76713370126616	2.40209415906188e-08	3.35494386111256e-07	8.63559478212963
OGFOD3	0.567897394245086	8.34681091970185	5.76651862181441	2.40982738594487e-08	3.36374718797765e-07	8.63249609996999
C20orf24 /// TGIF2-C20orf24	0.738542646800479	12.5803111681972	5.76495483407667	2.42959809722782e-08	3.38724798209195e-07	8.62461909177483
RP11-348P10.2	-0.633806408440815	7.3102617058164	-5.76491100457122	2.43015450197565e-08	3.38724798209195e-07	8.62439834006637
RP11-676J12.6	-1.70312634384841	2.88258966501863	-5.7648456734016	2.43098409599116e-08	3.38724798209195e-07	8.62406929543212
AC145343.2	1.10518971747946	6.28132360180706	5.76444219620228	2.43611369651208e-08	3.39160643953197e-07	8.62203721935461
ATAD3B	0.545353679683821	7.73917890086824	5.76426993556109	2.43830694715997e-08	3.39160643953197e-07	8.62116967727285
RITA1	0.68253115864459	7.98992874672573	5.76425963684306	2.43843813318391e-08	3.39160643953197e-07	8.62111781131121
SPRYD4	0.549904009071373	7.58292852590785	5.76327275450003	2.45104115511583e-08	3.40546050388248e-07	8.61614804340793
CHTF8	0.358033633681961	9.90372729885971	5.76325296814347	2.45129448685078e-08	3.40546050388248e-07	8.61604840936672
ESRP1	1.03352186365428	10.8396663730336	5.76227780149666	2.46381162058212e-08	3.41947431060463e-07	8.61113828749954
MEA1	0.593590930226453	10.5581633989119	5.76224066576429	2.46428952231074e-08	3.41947431060463e-07	8.61095131555571
BRE-AS1	-1.99950840970902	6.45471903168233	-5.76182436256927	2.46965314883658e-08	3.4247438316115e-07	8.60885536414486
MED13L	-0.542928713086372	9.62783177613144	-5.76172002064709	2.47099926966187e-08	3.4247438316115e-07	8.60833005448061
SSR2	0.549253205906478	12.6837574564035	5.76054543670759	2.48620215209637e-08	3.44378531315116e-07	8.60241710744654
NQO1	1.68669884900917	10.585374258353	5.76027598133787	2.48970262592871e-08	3.44660422376947e-07	8.60106077731308
BIRC5	1.5655282014108	6.50882480099236	5.75987609673393	2.49490636723884e-08	3.45177633867397e-07	8.59904800765878
MINOS1P1	-0.999035473517264	6.24476200406261	-5.75822802429604	2.51646520958804e-08	3.47955683301063e-07	8.59075375983905
PIK3C2A	-0.446391754826438	8.45440007015995	-5.75744458906483	2.52677719752407e-08	3.48984803390785e-07	8.58681160101282
SBSPON	-1.44313489331813	6.69638938749007	-5.75743713490749	2.52687551094604e-08	3.48984803390785e-07	8.58677409448144
ZNF677	-0.983877415399932	6.45633871836841	-5.75521142025736	2.55639828086349e-08	3.52854973978341e-07	8.57557678207799
SDHAF2	0.511980845098291	8.89427240407727	5.75393205470118	2.57352044011687e-08	3.55009975082398e-07	8.56914193216392
PPP2CB	-0.413015772766604	12.3483336440412	-5.75296371532666	2.58655443003143e-08	3.56598828806209e-07	8.56427218001042
YIPF2	0.6350449973044	7.72959987202709	5.75076838407662	2.61634305065595e-08	3.60494367612349e-07	8.55323422789022
HRCT1	-1.08910946467407	7.35864180583112	-5.74977662900025	2.62990983547374e-08	3.62063015390326e-07	8.54824881251179
FAP	1.32111385706423	9.93707700119818	5.74971125598558	2.63080651914144e-08	3.62063015390326e-07	8.54792021440163
REV3L	-0.662172312524577	10.8013755442983	-5.74927441722405	2.63680604848442e-08	3.62676481054699e-07	8.54572451296068
MOSPD3	0.466700880923644	7.48490319321995	5.74765420958898	2.65917479360874e-08	3.65539398864276e-07	8.53758190204548
OLA1	0.481955169302633	11.1744762873286	5.74719997171805	2.66547922496493e-08	3.66192005672752e-07	8.53529937084805
MRPL17	0.554885970014283	9.8236614227324	5.74678065832364	2.67131188525428e-08	3.66761820542122e-07	8.53319245590081
CCDC64B	0.770689483832466	8.18126142612726	5.74667772601937	2.67274557997107e-08	3.66761820542122e-07	8.53267527205865
LPAR1	-0.797723420778556	9.68426110174757	-5.7460307161994	2.68177468597379e-08	3.67786242647833e-07	8.52942452962058
DPAGT1	0.605435939412651	9.98600484627752	5.74574043486148	2.68583527010991e-08	3.68049767609036e-07	8.52796617262046
APOBEC3A /// APOBEC3A_B	-1.48995943138208	7.12417546368243	-5.74566968235021	2.68682589704386e-08	3.68049767609036e-07	8.52761072450971
GLUD1	-0.414527149723369	10.0607610484136	-5.74538522163614	2.69081231723382e-08	3.68178624738429e-07	8.52618167777991
DECR2	0.77514126876626	9.12968114904744	5.74537915863959	2.69089734662143e-08	3.68178624738429e-07	8.52615121965947
BRE	0.422285830492058	9.61100139214193	5.74519853288815	2.69343170293714e-08	3.68311125890009e-07	8.52524383783616
SIX2	1.33106688714393	6.42434095491362	5.74468802250081	2.70060727071834e-08	3.6907776297092e-07	8.52267938267184
AZIN2	0.540156817557951	7.24880918352575	5.74386924507605	2.71215472500949e-08	3.70440645367149e-07	8.51856676682937
DIABLO	0.420454726368453	10.7832550867932	5.74245198142705	2.7322568329531e-08	3.72969708131497e-07	8.51144908473328
EYA4	-1.9099681301926	4.48480598225128	-5.74197546860726	2.73904818625433e-08	3.73679891767412e-07	8.50905627582447
NUDT21	0.85891405273321	9.56991558417081	5.74058031054092	2.7590271451702e-08	3.76187353358859e-07	8.50205135948359
KLHL42	-0.6149004360375	10.3970629267443	-5.74006178711425	2.76648871323886e-08	3.76986179231622e-07	8.4994482477544
KRT8P12	0.423834732338513	6.82841725854166	5.73952636660943	2.77421410226655e-08	3.77820009758595e-07	8.49676049653843
CDC6	1.38961146208863	6.06947324367651	5.73939079290719	2.77617358515501e-08	3.77868071312766e-07	8.49607996196516
RP11-498C9.15	-0.928902813658929	7.41739877053597	-5.73917046574019	2.77936091483587e-08	3.78083104204394e-07	8.49497401949945
SLC25A22	0.518845114775396	7.87935080465187	5.73897768998678	2.78215260606356e-08	3.78244099968872e-07	8.49400639915502
ZBTB33	0.477392874303554	10.5065473901103	5.73873493494519	2.78567196876971e-08	3.7850378223838e-07	8.4927879475318
RBM15	0.453536418782047	8.94497942651044	5.73710298848837	2.80944432354216e-08	3.81513455483323e-07	8.48459779646481
HPRT1	0.672191166280344	11.0606289805712	5.7335805677194	2.86143196907623e-08	3.88348989686514e-07	8.46692608437034
PSME4	0.428645685041218	10.3949053883214	5.73175334144552	2.88876883636172e-08	3.91833004793701e-07	8.45776228906661
TMEM63C	1.65302230382996	5.84824746227124	5.73154975387799	2.89183041887945e-08	3.92022198570863e-07	8.45674140675272
TXNDC12	0.455283124969522	11.7383013023973	5.73086108577946	2.90221021584101e-08	3.93202674404266e-07	8.453288310928
ZC3H13	-0.611769499624041	10.8282244823101	-5.73011157503401	2.91354837888397e-08	3.94511559420558e-07	8.44953049936617
INTS4	0.773024328407264	6.08192621446361	5.72690823252956	2.96249589994368e-08	4.0090853605682e-07	8.43347416808578
LOC101927722	1.639245216565	5.33786088717242	5.72647476859276	2.96918063726471e-08	4.01582108041782e-07	8.43130201311646
IL18RAP	-1.15718052562203	7.71186762587695	-5.72613736643354	2.97439412974407e-08	4.02056034089543e-07	8.42961132536526
FEN1	0.991574534918847	9.87359310629039	5.72458466084264	2.99850172592501e-08	4.0508191036046e-07	8.42183185536869
TCTEX1D1	-1.51987598812716	6.43796000330518	-5.72075258941279	3.05881826420981e-08	4.12993143365182e-07	8.40263903929271
CXorf57	-1.10955129401684	7.17877142072724	-5.72056535352774	3.06179549138115e-08	4.13157945824926e-07	8.40170152511436
C5orf34	0.902472050999742	7.64622488005106	5.71814318768034	3.10056610402641e-08	4.18149740634755e-07	8.3895755392421
BRI3BP	0.602731793581132	10.7383496119292	5.71690640963825	3.12054707888779e-08	4.20387646928337e-07	8.38338542114623
CAMKK2	-0.354033957801695	7.89792702097727	-5.71689482507911	3.12073482796291e-08	4.20387646928337e-07	8.38332744484597
LOC102724884 /// LOC728613 /// PDCD6	1.09233222019684	10.3896583155908	5.715918062344	3.13660477977779e-08	4.2228359714009e-07	8.37843944235594
MCCC2	0.578005059734459	7.32433680708901	5.71433570832497	3.16248137732642e-08	4.25523810038429e-07	8.37052223921471
KCTD16	-1.66955694331385	5.16336010738988	-5.71128200000448	3.21300969939847e-08	4.31882536404823e-07	8.35524794346389
CD2AP	0.490693305965825	11.6863060442595	5.71124790464454	3.21357828360919e-08	4.31882536404823e-07	8.35507743760611
LRRC20	0.71609526960931	7.71366521461125	5.71114781563961	3.21524796447638e-08	4.31882536404823e-07	8.35457691176907
KIAA0319L	0.728199287193455	10.7562247502901	5.7106240747637	3.22399880509854e-08	4.32788835317673e-07	8.35195789374099
LOC101929777 /// WNT3	1.13724771325412	5.71102658477751	5.71041852053562	3.22743962271209e-08	4.32788835317673e-07	8.3509300496179
ATRAID	0.314261667516233	12.8331257792639	5.71041399726472	3.2275153790272e-08	4.32788835317673e-07	8.35090743197509
RIMKLB	-0.890427461579151	8.43120685026709	-5.70963600261486	3.24057118366599e-08	4.34024960817982e-07	8.34701744067746
MRM1	0.555983328417575	6.86968882102286	5.70955596815469	3.24191719055522e-08	4.34024960817982e-07	8.34661728948019
DAPK2	-1.08043224838054	7.42122055455261	-5.70953500732717	3.24226979658671e-08	4.34024960817982e-07	8.34651249157735
FAM167A	-1.27782359894097	7.64283086092918	-5.70931526165025	3.24596864340899e-08	4.3427293795779e-07	8.345413846242
PTGES	1.01786088340441	7.08367748689935	5.70824834333296	3.26398605375692e-08	4.36435201730317e-07	8.34008011691208
NBPF8	0.850536759580478	5.74241038523581	5.70524169956118	3.31528693849531e-08	4.43042890871646e-07	8.32505342421794
STAC	-0.984039837692768	8.27226915327087	-5.70474813731019	3.3237831963473e-08	4.43926069154392e-07	8.32258726218787
ST6GALNAC1	1.94730906939295	10.6340756178897	5.70462924345938	3.32583302733406e-08	4.43947745759915e-07	8.32199321457731
GANAB	0.516129069211507	9.06584444937512	5.70444851544775	3.3289512949018e-08	4.44111936790076e-07	8.32109023356849
RP5-1102E8.3	-1.67174565809823	4.30034909123538	-5.70348582140619	3.34560968311414e-08	4.46081291081885e-07	8.31628064228005
PLCB4	-1.6365908896301	8.25661744924599	-5.70115986106254	3.38619435457781e-08	4.51236777448555e-07	8.30466277231285
RP11-524D16__A.3	1.04490815481922	5.97544241872168	5.69805139851454	3.44118337049466e-08	4.58304829411294e-07	8.28914206039275
LGI4	-1.0549525884055	5.64575409241939	-5.69771559447967	3.44717567190105e-08	4.58843077550157e-07	8.28746576101626
PABPC1L	1.04989819709318	8.25079941986155	5.69605208203627	3.47701092962257e-08	4.62552585207708e-07	8.27916279106254
PPBP	-2.6983770061661	5.72128760847395	-5.6957341394442	3.482741873511e-08	4.63053074420457e-07	8.27757607810294
PBX1	-0.917436139029517	10.70213999302	-5.69150888016126	3.55978332467355e-08	4.73028835007469e-07	8.25649608162365
ACBD3	0.393698080160375	12.0288994069076	5.69123725641664	3.56479247604134e-08	4.73288399734354e-07	8.25514134867095
LILRB2	-1.04363285165989	7.83050439748629	-5.69118476752906	3.56576124289658e-08	4.73288399734354e-07	8.25487956420574
LOC338620	-0.873487571206269	7.18526944515619	-5.6908036316752	3.57280342729878e-08	4.73955649238958e-07	8.25297873257476
ENTPD5	0.756353665752028	6.42254626290019	5.69055670370038	3.57737311699882e-08	4.74294338848998e-07	8.25174728534714
